Stars;Reviews
1.0;¡Devuelto al día siguiente! El objeto era agradable, se veía bien, pero cuando fui a verificar las funciones fue un drama. Probé el medidor de presión y después de calibrarlo con mi medidor de presión de muñeca logré una precisión de más o menos 10 puntos, todo aceptable para un reloj. El oxímetro de pulso nunca detectó nada y aquí empecé a preocuparme, pero lo peor se logró cuando probé el cardio, la única herramienta que realmente me interesaba. Mientras la bicicleta estática medía 100 lpm, el reloj marcaba 160 lpm por unos minutos y luego se posicionaba en 120, pero lo peor era en reposo, mi S9 marcaba poco más de 60 lpm mientras que el reloj marcaba 110 lpm. ¡Puedo aceptar una pequeña desviación en la medición pero no un error de 50 lpm!
1.0;Este artículo es basura, las instrucciones son demasiado pequeñas, no puede usar bluetooth, ni siquiera puede poner el tiempo correcto en él, una pérdida de dinero, menos mal que nunca pagué £ 50 por él y fue reducido
1.0;El bluetooth no funciona así que no pude usarlo ni un minuto. He probado con IOS y Android y no lo he conseguido configurar. El soporte o responde tarde o no soluciona nada.La aplicación bastante limitada y con traducción muy mala.Lo he devuelto y he comprado otro de otra marca con mejor reputación.
1.0;El teléfono ha dejado de funcionar y al momento no me dan una solución por parte de Amazon
1.0;¡El reloj es inútil! Se ve bien, pero solo se puede configurar a través de la aplicación. La actualización de firmware solicitada se importa y el reloj no se puede utilizar, ¡no funciona! Es mejor gastar un poco más de dinero que comprar una chatarra relativamente buena aquí.
1.0;6 meses después el botón ya no funciona
1.0;ActualizarEl reloj Today dejó de funcionar: la pantalla táctil ya no permitía desplazarse hacia la izquierda y hacia la derecha. Solo arriba y abajo y es mas no te dejaba ni seleccionar las opciones con un toque de dedo.Mala compra!—-——Llevo tres dias usando el smartwatch.Me llego dentro de Amazon timeframe. cargó, se sintió extraño, pero completé la carga que fue rápido (alrededor de media hora). La conexión a la aplicación Paiactive fue rápida y me sorprendió. En 3 días de usarlo, conectando con Bluetooth y el gps ( media hora) la bateria esta al 72%. He notado que con el gps puesto el reloj pierde un 5% de bateria cada 20 minutos. Me duche con el. Como practico deportes acuaticos quiero probarlo en el mar, esa sera la verdadera prueba!Por el momento estoy satisfecho con la compra.El oximetro de pulso y el detector de pulso parecen confiables. Lo del manómetro no se… tengo dudas sobre el detector de sueño: anoche dice que me dormí a las 20.00 pero no es así…
1.0;Compré esto como un regalo de cumpleaños. Me arrepiento de ello. Buscará un poco de ajuste 🤦‍♂️
1.0;No me ha gustado
1.0;Se sigue desconectando.
1.0;Después de 3 días tengo que ponerlo a cargo y lo cargo a través de la toma USB de la PC. No estoy nada contento con el producto.
1.0;Compré este reloj para conectarlo a un iPhone 11. Lamentablemente me vi obligado a devolverlo, porque siempre se desconectaba.
1.0;Lo tenía desde hace unos días y la pantalla ha dejado de responder al tacto.
1.0;Reloj mediocre, no mide la presión arterial, no mide los pasos y no calcula las horas de sueño Súper no recomendado
1.0;¡Cuando entrena no funciona correctamente! ¡Cuando nada solo lo pausa solo! ¡Aparte de eso, está bien! ¡El tiempo funciona!
1.0;La mala calidad siguió perdiendo emparejamiento, la batería duró un día, solo es barata pero no vale la pena tenerla.
1.0;¡He traído tantas cosas en Amazon y esta será la primera revisión que he hecho para ayudarlos a no caer en los mismos problemas! Si está buscando un reloj para rastrear sus pasos, calorías y sueño, no compre este reloj. ¡Nunca había visto algo tan inexacto en toda mi vida! En cuanto a la frecuencia cardíaca BPM, no sabría si es correcta o no. El primer día de uso (ayer) saqué a pasear al perro que, según mi aplicación de Samsung, normalmente da unos 3.000 pasos. Llega a casa y mira el reloj.... 259 pasos. Hoy fui a encontrarme con un amigo, saqué a pasear al perro, jugué al fútbol durante 90 minutos, fui a un pub y volví a casa. Diré alrededor de 10,000+ pasos hoy. ¡El reloj dice que he hecho 590 jaja absolutamente impactante! Desearía haber hecho clic en la opción de revisión para ver las revisiones más recientes en lugar de las más populares porque allí se ven muchas más con el mismo problema. Opté por una opción económica de £ 20 para este reloj, pero En el futuro voy a comprar un reloj más caro y confiable. Recomiendo encarecidamente hacer lo mismo. ¡Buena suerte!
1.0;Malísimo
1.0;No entendía su funcionamiento
1.0;Es cómodo y todo funciona muy bien excepto el contador de calorías, no suma bien para nada...después de un entrenamiento de cardio subiendo una montaña ruta de una hora me marca 160 calorías...y después de todo el día entrenamiento de dos horas en gym incluidas me marca 209 calorías, muy decepcionada por yo lo quería por eso fundamentalmente..
1.0;Esta aplicación solía funcionar. Ya no. Dijeron que actualizaron y corrigieron errores con la última actualización. Pero solo ha empeorado. El reloj está bien, pero el programa que usa es basura.
1.0;El reloj llegó dentro del tiempo esperado, estéticamente hermoso y ligero. Empiezo con la asociación con el teléfono móvil pero hay un pequeño problema: la app que media entre el teléfono y el reloj no funciona. Consecuencia: reloj inservible. devuelto inmediatamente
1.0;Compramos esta pulsera en agosto de 2022 y la experiencial no ha podido ser peor: las mediciones son fantasiosas, totalmente fuera de la realidad, para colmo entre sus prestaciones destaca que puede sumergirse y la primera vez que lo hemos utilizado mientras nos bañamos en la playa el resultado está reflejado en la foto.Esperamos que nos indiquen cuánto tiempo dura la garantía y como hacer uso de esta.
1.0;los materiales con los que está fabricado este reloj son de baja calidad. Lo usé una vez mientras entrenaba y el sudor y el contacto con el reloj crearon una irritación muy fuerte en la piel de toda mi muñeca.
1.0;Realmente no me gusta por desgracia
1.0;Quería un reloj inteligente. ¡A primera vista, este se veía genial! Pero... Después de 2 días de uso y una actualización, el producto ya no funcionaba correctamente...
1.0;Nunca conseguí que funcionara el monitor de presión arterial. El monitor de sueño tampoco se puso en marcha sin importar lo que hiciera. De repente, después de que el monitor de pasos estaba funcionando, se detuvo. Un día entero lo usé y al final de la noche decía 134 pasos. Fue entonces cuando supe que tenía que devolverlo.
1.0;Los pasos son tan imprecisos que es inútil. Solo quiero saber cuántos pasos estoy haciendo para mejorar mi forma física. De hecho, he contado 100 pasos y me di cuenta de que es incorrecto en aproximadamente 20. No tiene ninguna de las otras funciones reclamadas, no recibo notificaciones de mi teléfono, parece que debería hacerlo, pero fue imposible configurarlo.
1.0;"Compré el reloj en Abril de este año estéticamente esta bien, la batería dura entre 5 y 7 días a máximo rendimiento. NO ES SUMERGIBLE, nunca me había duchado con el hasta que lo hice ;enseguida la pantalla empezó hacer cosas raras y lo siguiente es que se apagó.Lo peor de todo es que el vendedor paso olímpicamente, hable con atención al cliente de Amazon y ellos se hicieron cargo.... Así que DEVOLUCIÓN a la de yaaaaa"
1.0;Tan pronto como se puso en funcionamiento, también parecía funcionar bien para lo que hace, incluso si los valores que da son 20% confiables, pero luego, de repente, comienza a fallar y ya no funciona ... .Despues de unos dias de uso.... Devuelto
1.0;Comprado como regalo. Quería encenderlo antes de entregarlo, por suerte lo hice, evité una mala impresión ya que no encendía. Cargado durante la noche sin éxito.
1.0;Después de 7 meses, los sensores del reloj dejaron de funcionar. Cuando me puse en contacto con la asistencia de Amazon, me sugirieron que me pusiera en contacto directamente con el vendedor, ya que lo vendían terceros. Hecho esto, el vendedor responde que estando en garantía debería haberlo enviado a mi cargo por asistencia, que sin embargo está en Alemania y por lo tanto hubiera sido más conveniente volver a comprarlo al 50%. Acepté y me dijeron que lo comprara a precio completo y que luego me lo devolvían... por suerte Amazon intervino y me lo devolvió devolviéndome el 50%. Vendedor no serio y poco confiable, debería haber enviado un enlace para comprarlo directamente con un descuento.
1.0;El monitor de presión arterial estaba demasiado lejos de ser preciso. el medidor de oxígeno también estaba demasiado lejos. Considero que estos dos elementos son demasiado importantes para no ser exactos.
1.0;Devolución con cargo ¡El reloj no me conviene para nada! a evitar !
1.0;Hice la compra para un regalo, calidad regular, la aplicación que tiene que utilizar pésima se desconecta solo el reloj de la aplicación y después para conectarlo tarda muchísimo.No lo recomiendo
1.0;El reloj inteligente lo usa mi hija y calcula su calidad de sueño incluso cuando está en la escuela, se desconecta con frecuencia del móvil y por lo tanto no muestra mensajes, solo sirve como reloj
1.0;¡Horrible! Verificado en todos los sentidos con el teléfono inteligente Huawei, no funciona ni la función de notificación ni la cámara remota. La aplicación auxiliar también deja mucho que desear.
1.0;1 mes y pantalla rota. Además, la pantalla ya no funciona, hay muchas líneas por todas partes, por lo que es ilegible.
1.0;Datos de presión y oxímetro con valores incorrectos. No vale nada, lo tomé para mantener mi presión arterial bajo control.
1.0;Reloj estéticamente bonito y ligero. Desafortunadamente, sin embargo, el mío inmediatamente tuvo problemas para conectarse con el teléfono después de instalar su aplicación. Lo intenté varias veces con otros teléfonos pero no hubo manera. De mala gana tuve que devolverlo.
1.0;Funciona parcialmente bien dormir presión arterial pulso todo lo demás no funciona en iOS
1.0;Estoy por regresar es inviable. El contador de pasos no es nada preciso
1.0;El reloj de repente entregó el fantasma de un minuto para otro. ¡Después de solo 1,5 años, la carga ya no es posible....: 😪😪😪😪
1.0;La batería solo dura un par de horas, una completa pérdida de dinero
1.0;Decepción
1.0;¡Di una mala impresión! fue un regalo pero despues de 3 dias ya no funciona. Tan pronto como lo quitas de la carga, se apaga a pesar de que dice carga completa. muy mala experiencia
1.0;La bateria le dura 1 dia. No vale para nada
1.0;Problemas para empezar. una vez acertado no se mantiene la conexion! se desconecta constantemente del bluetooth! al final es solo un reloj que da la hora! Inútil
1.0;Pedí esto porque quería usarlo para nadar. La información del vendedor dice que es resistente al agua, pero cuando revisé el folleto que venía con el reloj, dice que solo es resistente a la lluvia. Intenté ponerme en contacto con el vendedor, pero no obtuve respuesta. Muy, muy decepcionado porque no habría desperdiciado mi dinero ya que la información de venta es totalmente engañosa.
1.0;Ya no se conecta con el teléfono, solo puedes usarlo como reloj
1.0;ras
1.0;A mi primer reloj se le cayó el cierre después de 2 semanas. Me dieron un reemplazo que perdió su capacidad de carga después de 2,5 meses. Debido a que pasaron más de 2 meses desde la compra, no puedo obtener un reembolso o reemplazo. Es mejor gastar un poco de dinero extra y conseguir un reloj que sea fiable.
